SDNN,RMSSD,SDSD,pNN5,pNN10,pNN50,pNN100,Mean(abs_a3),Mean(abs_d3),Mean(abs_d2),Power_a3,Power_d3,Power_d2,Std_a3,Std_d3,Std_d2,SD1,SD2,label
0.053834768,0.059219786,0.059219165,0.745762712,0.542372881,0.050847458,0.050847458,4.768571429,0.118285714,0.045066667,22.78073829,0.043869714,0.0031776,0.203629115,0.189264527,0.054959217,0.042233716,0.064116466,0
0.128847127,0.112585636,0.112585616,0.86440678,0.728813559,0.237288136,0.186440678,4.937142857,0.224,0.0928,25.07074743,0.073965714,0.017781333,0.833887185,0.271425564,0.132919357,0.080293413,0.165284294,0
0.072669113,0.140946919,0.140946658,0.915254237,0.86440678,0.728813559,0.694915254,6.194285714,0.033142857,0.048,38.37841829,0.001394286,0.0032256,0.096139355,0.035548185,0.056149641,0.100519841,0.025226409,0
0.025445366,0.028024203,0.02802289,0.745762712,0.610169492,0.06779661,0.016949153,4.970285714,0.064,0.037333333,24.71846857,0.004676571,0.0021376,0.12136099,0.067607511,0.04623111,0.019985266,0.030289775,0
0.079125526,0.087249496,0.087243569,0.796610169,0.711864407,0.084745763,0.084745763,4.615428571,0.145714286,0.0856,21.36931886,0.056651429,0.016071467,0.259109936,0.221376768,0.123879224,0.062220062,0.094141351,0
0.131321827,0.135991027,0.135986143,0.847457627,0.779661017,0.220338983,0.152542373,5.102857143,0.345142857,0.188266667,26.40784914,0.230020571,0.113064533,0.607205173,0.457834477,0.336250277,0.096982118,0.1602183,0
0.063201125,0.063386894,0.063238213,0.762711864,0.711864407,0.13559322,0.033898305,4.799428571,0.151428571,0.082666667,23.096464,0.062726857,0.0263232,0.248896339,0.234268989,0.156820407,0.045100006,0.078039456,0
0.078380581,0.112208039,0.112208039,0.830508475,0.627118644,0.13559322,0.084745763,4.710857143,0.205714286,0.1064,22.20583314,0.084928,0.025579733,0.11686797,0.277085708,0.157173704,0.080024134,0.078047574,0
0.058493836,0.059850662,0.059850316,0.86440678,0.644067797,0.118644068,0.050847458,4.728,0.132571429,0.074666667,22.42443886,0.056795429,0.020810667,0.265433338,0.228239759,0.138130759,0.042683838,0.071673787,0
0.083305996,0.058716209,0.058713039,0.847457627,0.677966102,0.254237288,0.06779661,4.744,0.214857143,0.068533333,22.67037714,0.157014857,0.015698133,0.406006334,0.374219842,0.124859815,0.041872758,0.111183184,0
0.101478405,0.126411757,0.126409139,0.847457627,0.677966102,0.186440678,0.186440678,4.498857143,0.250857143,0.165866667,20.29590629,0.110909714,0.057621333,0.237045763,0.30721182,0.23889464,0.090152024,0.113214072,0
0.077481926,0.11226482,0.112263162,0.830508475,0.644067797,0.152542373,0.152542373,4.72,0.064,0.0832,22.32373943,0.004699429,0.0171968,0.212930572,0.068514262,0.126471428,0.080063446,0.076159366,0
0.098242761,0.135626606,0.135626606,0.796610169,0.661016949,0.288135593,0.118644068,4.974285714,0.248571429,0.117066667,24.88538286,0.092797714,0.045377067,0.376649027,0.22202629,0.195985668,0.096725705,0.101363663,0
0.030966362,0.021540659,0.021532016,0.881355932,0.711864407,0.016949153,0,6.168,0.061714286,0.034666667,38.08709486,0.004992,0.001565867,0.207052788,0.070199715,0.039441433,0.015356127,0.041406836,0
0.104852574,0.117253311,0.117252351,0.762711864,0.542372881,0.203389831,0.169491525,4.455428571,0.222285714,0.138133333,20.055408,0.124235429,0.059560533,0.45228779,0.351965676,0.243068678,0.083621619,0.123968663,0
0.07060576,0.103842123,0.103841038,0.728813559,0.576271186,0.13559322,0.084745763,4.789142857,0.148,0.054933333,22.97011429,0.049209143,0.016642133,0.184999945,0.206681852,0.124694542,0.074056986,0.068226816,0
0.081531425,0.091460467,0.091448304,0.711864407,0.593220339,0.152542373,0.13559322,4.508571429,0.176,0.0872,20.43233371,0.056379429,0.016916267,0.324218118,0.192195479,0.126264907,0.065218779,0.09626314,0
0.094500229,0.176493914,0.176493706,0.847457627,0.694915254,0.508474576,0.440677966,4.164571429,0.082285714,0.1008,17.34900571,0.010372571,0.0211456,0.073147321,0.082709228,0.142641493,0.12587116,0.048163883,0
0.093009796,0.16644315,0.166375478,0.983050847,0.983050847,0.93220339,0.796610169,6.314857143,0.135428571,0.069066667,39.900944,0.032509714,0.011834667,0.153372961,0.18015141,0.107482216,0.118655078,0.059294732,0
0.066743955,0.126109987,0.126085036,0.898305085,0.881355932,0.661016949,0.474576271,6.400571429,0.050857143,0.053866667,40.97271086,0.004336,0.005109333,0.073459138,0.06428,0.071382039,0.089920882,0.031221062,0
0.047030203,0.060497374,0.060496766,0.745762712,0.677966102,0.169491525,0.050847458,6.306285714,0.067428571,0.074133333,39.80352457,0.007291429,0.0146816,0.185162256,0.085014285,0.117824427,0.04314487,0.051353459,0
0.078724809,0.083151485,0.083148721,0.86440678,0.762711864,0.152542373,0.06779661,6.088571429,0.160571429,0.084533333,37.20241143,0.084761143,0.034706133,0.36291788,0.252705847,0.180076823,0.059299712,0.09533532,0
0.025359285,0.022191768,0.02218141,0.779661017,0.694915254,0,0,6.114857143,0.096571429,0.048,37.39953143,0.012834286,0.003456,0.089741579,0.112767053,0.058632717,0.01581926,0.032522876,0
0.180130755,0.227230936,0.227229925,0.93220339,0.915254237,0.576271186,0.474576271,4.522285714,0.610285714,0.254666667,20.58287543,0.430034286,0.106797867,0.363052816,0.579847693,0.321919134,0.162055038,0.199329486,0
0.019952833,0.022026179,0.022017725,0.661016949,0.542372881,0.050847458,0,5.980571429,0.044571429,0.0464,35.77173943,0.002907429,0.003370667,0.067117929,0.053482784,0.057703611,0.015702524,0.023730935,0
0.072718147,0.06905856,0.069055232,0.847457627,0.661016949,0.118644068,0.06779661,4.562857143,0.142285714,0.0704,20.95840229,0.036811429,0.010440533,0.372474133,0.15779501,0.102110702,0.049248567,0.091267126,0
0.16415716,0.160447679,0.160447321,0.86440678,0.779661017,0.288135593,0.254237288,5.167428571,0.489714286,0.202666667,27.44292343,0.369268571,0.100004267,0.860584329,0.574018132,0.285496527,0.114427255,0.204242569,0
0.020607981,0.01989123,0.01989019,0.830508475,0.694915254,0,0,5.886857143,0.065142857,0.041333333,34.66185143,0.007296,0.0023264,0.082246022,0.084114596,0.047906576,0.014185216,0.025740118,0
0.091205848,0.118058876,0.118056073,0.915254237,0.813559322,0.389830508,0.203389831,6.556571429,0.097142857,0.117866667,43.09461943,0.022025143,0.0318016,0.325561869,0.1310155,0.176634412,0.084194815,0.099147515,0
0.129140681,0.17935402,0.179285723,1,0.983050847,0.745762712,0.508474576,3.432571429,0.200571429,0.138133333,12.06994057,0.068706286,0.029557333,0.536091372,0.261789135,0.153277903,0.12786236,0.13255633,1
0.090947091,0.141400261,0.141397921,0.966101695,0.949152542,0.694915254,0.440677966,3.176,0.193142857,0.116533333,10.12082743,0.062203429,0.0212768,0.183987577,0.249238514,0.137269888,0.100841671,0.081572603,1
0.113037968,0.17290499,0.172894569,0.93220339,0.898305085,0.661016949,0.508474576,3.385714286,0.222285714,0.126933333,11.57366629,0.067499429,0.022513067,0.332573392,0.222411276,0.145046567,0.12330434,0.103847689,1
0.089863378,0.138503381,0.138481874,0.949152542,0.93220339,0.711864407,0.457627119,3.343428571,0.191428571,0.139466667,11.20698286,0.059819429,0.029112533,0.168725353,0.152231832,0.160123064,0.098762016,0.081674114,1
0.109153999,0.155383397,0.155266197,0.949152542,0.949152542,0.711864407,0.474576271,3.138857143,0.177714286,0.190933333,9.94312,0.045766857,0.053079467,0.301157495,0.203589022,0.230189719,0.1107322,0.109414147,1
0.084778299,0.122102485,0.122079427,0.898305085,0.813559322,0.644067797,0.305084746,3.106285714,0.273142857,0.132266667,9.687168,0.098029714,0.025467733,0.195338325,0.308253805,0.156008889,0.087064176,0.083893913,1
0.088814313,0.134444746,0.134441857,0.966101695,0.915254237,0.610169492,0.355932203,3.140571429,0.188571429,0.140266667,9.908676571,0.058674286,0.037762133,0.213278394,0.171133079,0.193029462,0.09588077,0.082766125,1
0.103631205,0.137465681,0.137405482,0.86440678,0.813559322,0.440677966,0.338983051,3.176571429,0.345714286,0.1416,10.11517943,0.193149714,0.0399008,0.156759012,0.439032703,0.190188491,0.097994358,0.110634567,1
0.078768155,0.11246393,0.112455756,0.898305085,0.847457627,0.440677966,0.271186441,3.231428571,0.249714286,0.110666667,10.46573029,0.076281143,0.0193504,0.153621852,0.275465321,0.137953551,0.0802008,0.078657457,1
0.091374954,0.12153928,0.121537748,0.93220339,0.898305085,0.559322034,0.440677966,3.000571429,0.205142857,0.145866667,9.104057143,0.064934857,0.032965333,0.317219553,0.209050721,0.178768926,0.086677863,0.097307463,1
0.100646687,0.129379222,0.129333012,0.830508475,0.762711864,0.508474576,0.338983051,3.008,0.249142857,0.098933333,9.163227429,0.096192,0.016997333,0.339357376,0.213313605,0.126452872,0.092237262,0.10997809,1
0.100315945,0.1438634,0.143846003,0.915254237,0.898305085,0.677966102,0.559322034,3.225142857,0.130285714,0.138666667,10.48254629,0.037874286,0.0336704,0.284604703,0.187694933,0.183494184,0.102587586,0.099717067,1
0.11308009,0.140792912,0.14079128,0.915254237,0.915254237,0.627118644,0.355932203,3.016,0.254857143,0.145333333,9.159186286,0.097124571,0.032749867,0.250859095,0.253188645,0.179033256,0.100409029,0.126197074,1
0.198359225,0.240450989,0.24045052,0.915254237,0.86440678,0.610169492,0.508474576,4.432571429,0.341142857,0.272,20.72417143,0.122388571,0.093083733,1.037536486,0.319598728,0.30397497,0.171483655,0.224988658,1
0.125986666,0.149997514,0.149477889,0.93220339,0.915254237,0.711864407,0.508474576,3.298285714,0.146285714,0.187733333,10.93780571,0.039099429,0.087630933,0.243140003,0.189640261,0.295956033,0.106604114,0.14463367,1
0.129281845,0.185075706,0.185021607,0.949152542,0.93220339,0.745762712,0.610169492,3.514285714,0.229714286,0.1728,12.54229943,0.089590857,0.057090133,0.438286832,0.283504598,0.229905333,0.131953058,0.128773254,1
0.098390966,0.142012652,0.142012652,0.966101695,0.949152542,0.644067797,0.525423729,2.940571429,0.104,0.1568,8.785517714,0.023744,0.038368,0.372232975,0.140171324,0.195615223,0.101280083,0.097118852,1
0.125284742,0.138931516,0.138871952,0.881355932,0.745762712,0.508474576,0.288135593,4.295428571,0.421142857,0.202133333,18.62671314,0.223723429,0.074186667,0.419531323,0.471347872,0.258483234,0.09904021,0.148713305,1
0.140164031,0.155000711,0.154424219,0.949152542,0.898305085,0.661016949,0.389830508,3.733714286,0.195428571,0.205866667,13.98743771,0.047515429,0.099786667,0.216368544,0.186317263,0.300778959,0.110131721,0.166819902,1
0.115757044,0.161888851,0.161874313,0.93220339,0.915254237,0.762711864,0.525423729,3.740571429,0.185142857,0.230133333,14.21586286,0.045677714,0.074266667,0.473273964,0.213674557,0.269685051,0.115444953,0.118008798,1
0.107689347,0.142505427,0.142463474,1,1,0.677966102,0.406779661,3.632,0.306285714,0.147733333,13.34171886,0.113504,0.031720533,0.387678807,0.25564644,0.175006082,0.101601599,0.115170416,1
0.100631318,0.146710831,0.146703249,0.983050847,0.949152542,0.711864407,0.457627119,3.582285714,0.322857143,0.193866667,12.86402057,0.154452571,0.050251733,0.176775656,0.364072206,0.219027994,0.104625306,0.098235159,1
0.107657461,0.155188677,0.155187729,0.915254237,0.915254237,0.745762712,0.525423729,3.285142857,0.268,0.182133333,10.90294629,0.104464,0.042256,0.332840343,0.295534107,0.170068953,0.110676238,0.10641388,1
0.087219035,0.137960938,0.137959588,0.983050847,0.949152542,0.796610169,0.559322034,3.399428571,0.151428571,0.108,11.59513829,0.042790857,0.0189536,0.197544105,0.20260991,0.133305064,0.098389533,0.076103151,1
0.0913309,0.153099502,0.153081113,0.966101695,0.949152542,0.661016949,0.542372881,3.52,0.176,0.112533333,12.42290743,0.042637714,0.019086933,0.180298166,0.200272467,0.129148734,0.109173849,0.071038683,1
0.093137032,0.1426994,0.14269861,0.983050847,0.949152542,0.745762712,0.508474576,3.424571429,0.208571429,0.1312,11.75818743,0.067133714,0.023050667,0.174636649,0.15974265,0.151237855,0.101769292,0.085358512,1
0.090780908,0.12837234,0.128227247,0.898305085,0.881355932,0.593220339,0.389830508,3.517714286,0.267428571,0.096533333,12.39498514,0.108603429,0.0172416,0.143775335,0.326826172,0.130828743,0.091448657,0.091645249,1
0.093790191,0.127199829,0.127198366,0.983050847,0.983050847,0.711864407,0.372881356,3.361714286,0.174285714,0.188533333,11.37509257,0.051344,0.045338667,0.271973588,0.22054478,0.183506585,0.090714883,0.09829649,1
0.089100592,0.124868473,0.124822452,0.966101695,0.915254237,0.644067797,0.423728814,3.374285714,0.232571429,0.174933333,11.42125486,0.066210286,0.0424576,0.188283763,0.241589296,0.205548632,0.089020437,0.090676947,1
0.172082913,0.107266814,0.107030343,0.966101695,0.847457627,0.423728814,0.254237288,4.437714286,0.217142857,0.086666667,21.25635657,0.082998857,0.01304,1.250219377,0.28751433,0.108191107,0.076331523,0.233243158,1
0.104903426,0.140618489,0.140320313,0.949152542,0.949152542,0.694915254,0.305084746,3.358285714,0.293142857,0.138133333,11.31409143,0.096427429,0.041006933,0.189759031,0.283688821,0.202191724,0.100073147,0.111210902,1
0.067451217,0.102537302,0.102536943,0.949152542,0.881355932,0.542372881,0.288135593,3.365714286,0.142857143,0.088266667,11.34213486,0.025581714,0.0132704,0.118752701,0.158758448,0.115189506,0.073126936,0.062498084,1
0.087940662,0.114180945,0.1141616,0.966101695,0.93220339,0.542372881,0.322033898,3.149142857,0.274857143,0.135733333,10.00889371,0.108166857,0.029844267,0.302973563,0.328803396,0.172754727,0.081417368,0.095396471,1
0.087585362,0.132085232,0.132084953,0.966101695,0.915254237,0.677966102,0.508474576,3.465142857,0.212571429,0.158133333,12.05182629,0.069682286,0.047770667,0.211213791,0.182361829,0.204527249,0.094199882,0.082029348,1
0.093006356,0.1291453,0.129104293,0.966101695,0.86440678,0.694915254,0.491525424,3.009142857,0.282285714,0.141066667,9.126697143,0.124694857,0.042849067,0.267873866,0.27846694,0.195326007,0.092074145,0.095477447,1
0.082029155,0.107196003,0.107148633,0.966101695,0.949152542,0.694915254,0.355932203,3.02,0.213142857,0.1664,9.185643429,0.066832,0.037589333,0.255427932,0.257556493,0.187979384,0.076415885,0.088579181,1
0.097064835,0.126911687,0.12691022,0.966101695,0.898305085,0.644067797,0.406779661,2.956,0.261142857,0.1296,8.772678857,0.121497143,0.027325867,0.186394359,0.348395272,0.163923017,0.090509384,0.104740592,1
0.104898914,0.153529327,0.153526797,0.915254237,0.898305085,0.694915254,0.389830508,3.132571429,0.209142857,0.2024,9.863643429,0.075062857,0.060212267,0.225032605,0.195445279,0.242958652,0.109491701,0.101941854,1
0.118312787,0.170479682,0.170459177,0.949152542,0.881355932,0.627118644,0.457627119,3.293142857,0.288571429,0.1896,10.93986971,0.142137143,0.049464533,0.308350185,0.286429961,0.219473309,0.121567475,0.117011477,1
0.082576806,0.115651141,0.115640628,0.983050847,0.966101695,0.745762712,0.355932203,3.242285714,0.190857143,0.123466667,10.55298286,0.044813714,0.036408533,0.201410536,0.193563363,0.180593392,0.082472176,0.084067521,1
0.113222907,0.156067782,0.156059992,0.983050847,0.966101695,0.644067797,0.406779661,3.452571429,0.192,0.166133333,11.97525029,0.051081143,0.037300267,0.234522528,0.19759534,0.191464067,0.111298315,0.116987585,1
0.069104076,0.091441192,0.091432118,0.915254237,0.898305085,0.627118644,0.355932203,3.141142857,0.167428571,0.133066667,9.89368,0.044098286,0.026168533,0.164016923,0.174286651,0.161740313,0.065207236,0.073896144,1
0.087470224,0.131196321,0.131143321,0.983050847,0.949152542,0.711864407,0.542372881,3.049142857,0.196571429,0.0976,9.393142857,0.063826286,0.016234667,0.309629931,0.226455924,0.124240341,0.093528332,0.082546281,1
0.106049464,0.1481758,0.148175785,0.983050847,0.898305085,0.593220339,0.406779661,3.083428571,0.149714286,0.1376,9.696621714,0.039990857,0.027831467,0.434844753,0.198087179,0.166824246,0.105675484,0.10819846,1
0.09818194,0.146746871,0.146712272,0.983050847,0.949152542,0.694915254,0.508474576,3.3,0.188,0.172,10.95353829,0.075531429,0.043346133,0.252068018,0.205677775,0.206082443,0.104631741,0.09305028,1
0.078191901,0.118602026,0.118600786,0.966101695,0.915254237,0.610169492,0.423728814,3.246857143,0.180571429,0.1088,10.58349257,0.043497143,0.0198592,0.203497581,0.208359188,0.129318212,0.084583291,0.072669573,1
0.12336396,0.169014692,0.168891929,0.983050847,0.93220339,0.711864407,0.491525424,3.477714286,0.290285714,0.228266667,12.19698286,0.129746286,0.1066368,0.320134666,0.332600882,0.311958516,0.120449751,0.128238363,1
0.100908121,0.130843418,0.130736512,0.949152542,0.881355932,0.644067797,0.440677966,3.119428571,0.344571429,0.1656,9.752976,0.148852571,0.040116267,0.148799824,0.381120154,0.19411978,0.093238205,0.109620722,1
0.126849184,0.155271659,0.155230077,0.915254237,0.847457627,0.559322034,0.423728814,3.805142857,0.353714286,0.1176,14.87808686,0.150617143,0.020148267,0.631644436,0.366178277,0.138351951,0.11070644,0.143076774,1
0.243097886,0.233197378,0.233157008,0.93220339,0.881355932,0.661016949,0.542372881,5.300571429,0.333714286,0.2184,30.44496914,0.217138286,0.081729067,1.532615958,0.382400581,0.282222796,0.166282094,0.304214897,1
0.247758485,0.174148193,0.173954872,0.949152542,0.949152542,0.627118644,0.440677966,5.071428571,0.265714286,0.298666667,28.44605943,0.105222857,0.160842667,1.65126366,0.314505897,0.400641796,0.124060523,0.330844892,1
0.155746503,0.187044815,0.186491777,0.93220339,0.93220339,0.762711864,0.576271186,4.052571429,0.170285714,0.230133333,16.62056229,0.038144,0.079083733,0.444102581,0.195090769,0.271488408,0.133001549,0.177895489,1
0.110076822,0.157377663,0.157339676,0.966101695,0.949152542,0.762711864,0.491525424,4.037714286,0.228571429,0.150933333,16.405344,0.078861714,0.039658667,0.319698838,0.279590371,0.175349099,0.112210956,0.109787327,1
0.341238034,0.272853596,0.27266148,0.86440678,0.830508475,0.576271186,0.423728814,6.212,0.386857143,0.3152,43.95082286,0.244921143,0.311709867,2.315573116,0.373099538,0.511637094,0.194455754,0.44611768,1
0.094443963,0.135861345,0.135830064,0.898305085,0.881355932,0.728813559,0.406779661,3.232,0.170285714,0.2144,10.47247543,0.037074286,0.061333333,0.163252653,0.089872472,0.239385287,0.096870807,0.093582758,1
0.10664356,0.170832458,0.170817807,0.983050847,0.966101695,0.779661017,0.610169492,3.278857143,0.182857143,0.168266667,10.81223771,0.059012571,0.038689067,0.247656114,0.240327667,0.19183252,0.121823242,0.091051171,1
0.096915909,0.149612834,0.149610238,0.983050847,0.93220339,0.762711864,0.474576271,3.457142857,0.194285714,0.164266667,11.97234286,0.055926857,0.047889067,0.14319959,0.236154221,0.210373467,0.106698502,0.08785905,1
0.091742732,0.131585379,0.131573571,0.983050847,0.949152542,0.745762712,0.491525424,3.178857143,0.301142857,0.163733333,10.16576686,0.114128,0.0313344,0.246239969,0.278357867,0.172559503,0.093835176,0.091179659,1
